Category,Counts,Date,WeekNo
Region_01-14,16,2019-03-08,10
Region_01-14,24,2019-03-15,11
Region_01-14,24,2019-03-22,12
Region_01-14,17,2019-03-29,13
Region_01-14,13,2019-04-05,14
Region_01-14,23,2019-04-12,15
Region_01-14,21,2019-04-19,16
Region_01-14,18,2019-04-26,17
Region_01-14,18,2019-05-03,18
Region_01-14,17,2019-05-10,19
Region_01-14,14,2019-05-17,20
Region_01-14,21,2019-05-24,21
Region_01-14,16,2019-05-31,22
Region_01-14,18,2019-06-07,23
Region_01-14,18,2019-06-14,24
Region_01-14,20,2019-06-21,25
Region_01-14,21,2019-06-28,26
Region_01-14,26,2019-07-05,27
Region_01-14,16,2019-07-12,28
Region_01-14,14,2019-07-19,29
Region_01-14,14,2019-07-26,30
Region_01-14,11,2019-08-02,31
Region_01-14,12,2019-08-09,32
Region_01-14,24,2019-08-16,33
Region_01-14,8,2019-08-23,34
Region_01-14,16,2019-08-30,35
Region_01-14,19,2019-09-06,36
Region_01-14,12,2019-09-13,37
Region_01-14,18,2019-09-20,38
Region_01-14,14,2019-09-27,39
Region_01-14,15,2019-10-04,40
Region_01-14,16,2019-10-11,41
Region_01-14,14,2019-10-18,42
Region_01-14,14,2019-10-25,43
Region_01-14,19,2019-11-01,44
Region_01-14,7,2019-11-08,45
Region_01-14,19,2019-11-15,46
Region_01-14,19,2019-11-22,47
Region_01-14,14,2019-11-29,48
Region_01-14,17,2019-12-06,49
Region_01-14,32,2019-12-13,50
Region_01-14,19,2019-12-20,51
Region_01-14,13,2019-12-27,52
Region_15-44,215,2019-01-04,1
Region_15-44,280,2019-01-11,2
Region_15-44,319,2019-01-18,3
Region_15-44,339,2019-01-25,4
Region_15-44,307,2019-02-01,5
Region_15-44,267,2019-02-08,6
Region_15-44,305,2019-02-15,7
Region_15-44,276,2019-02-22,8
Region_15-44,288,2019-03-01,9
Region_15-44,303,2019-03-08,10
Region_15-44,299,2019-03-15,11
Region_15-44,293,2019-03-22,12
Region_15-44,289,2019-03-29,13
Region_15-44,296,2019-04-05,14
Region_15-44,288,2019-04-12,15
Region_15-44,251,2019-04-19,16
Region_15-44,273,2019-04-26,17
Region_15-44,297,2019-05-03,18
Region_15-44,262,2019-05-10,19
Region_15-44,304,2019-05-17,20
Region_15-44,309,2019-05-24,21
Region_15-44,239,2019-05-31,22
Region_15-44,306,2019-06-07,23
Region_15-44,298,2019-06-14,24
Region_15-44,279,2019-06-21,25
Region_15-44,273,2019-06-28,26
Region_15-44,255,2019-07-05,27
Region_15-44,259,2019-07-12,28
Region_15-44,279,2019-07-19,29
Region_15-44,267,2019-07-26,30
Region_15-44,265,2019-08-02,31
Region_15-44,245,2019-08-09,32
Region_15-44,277,2019-08-16,33
Region_15-44,264,2019-08-23,34
Region_15-44,224,2019-08-30,35
Region_15-44,268,2019-09-06,36
Region_15-44,297,2019-09-13,37
Region_15-44,264,2019-09-20,38
Region_15-44,269,2019-09-27,39
Region_15-44,325,2019-10-04,40
Region_15-44,302,2019-10-11,41
Region_15-44,303,2019-10-18,42
Region_15-44,281,2019-10-25,43
Region_15-44,289,2019-11-01,44
Region_15-44,314,2019-11-08,45
Region_15-44,271,2019-11-15,46
Region_15-44,283,2019-11-22,47
Region_15-44,312,2019-11-29,48
Region_15-44,315,2019-12-06,49
Region_15-44,315,2019-12-13,50
Region_15-44,368,2019-12-20,51
Region_15-44,148,2019-12-27,52
Region_45-64,1199,2019-01-04,1
Region_45-64,1419,2019-01-11,2
Region_45-64,1373,2019-01-18,3
Region_45-64,1438,2019-01-25,4
Region_45-64,1367,2019-02-01,5
Region_45-64,1387,2019-02-08,6
Region_45-64,1372,2019-02-15,7
Region_45-64,1395,2019-02-22,8
Region_45-64,1264,2019-03-01,9
Region_45-64,1342,2019-03-08,10
Region_45-64,1311,2019-03-15,11
Region_45-64,1249,2019-03-22,12
Region_45-64,1222,2019-03-29,13
Region_45-64,1232,2019-04-05,14
Region_45-64,1265,2019-04-12,15
Region_45-64,1100,2019-04-19,16
Region_45-64,1207,2019-04-26,17
Region_45-64,1334,2019-05-03,18
Region_45-64,1094,2019-05-10,19
Region_45-64,1274,2019-05-17,20
Region_45-64,1262,2019-05-24,21
Region_45-64,991,2019-05-31,22
Region_45-64,1223,2019-06-07,23
Region_45-64,1149,2019-06-14,24
Region_45-64,1150,2019-06-21,25
Region_45-64,1214,2019-06-28,26
Region_45-64,1112,2019-07-05,27
Region_45-64,1140,2019-07-12,28
Region_45-64,1136,2019-07-19,29
Region_45-64,1117,2019-07-26,30
Region_45-64,1123,2019-08-02,31
Region_45-64,1095,2019-08-09,32
Region_45-64,1244,2019-08-16,33
Region_45-64,1127,2019-08-23,34
Region_45-64,1026,2019-08-30,35
Region_45-64,1199,2019-09-06,36
Region_45-64,1169,2019-09-13,37
Region_45-64,1174,2019-09-20,38
Region_45-64,1197,2019-09-27,39
Region_45-64,1189,2019-10-04,40
Region_45-64,1137,2019-10-11,41
Region_45-64,1154,2019-10-18,42
Region_45-64,1198,2019-10-25,43
Region_45-64,1196,2019-11-01,44
Region_45-64,1236,2019-11-08,45
Region_45-64,1254,2019-11-15,46
Region_45-64,1225,2019-11-22,47
Region_45-64,1237,2019-11-29,48
Region_45-64,1275,2019-12-06,49
Region_45-64,1313,2019-12-13,50
Region_45-64,1316,2019-12-20,51
Region_45-64,773,2019-12-27,52
Region_65-74,1766,2019-01-04,1
Region_65-74,2179,2019-01-11,2
Region_65-74,2004,2019-01-18,3
Region_65-74,1936,2019-01-25,4
Region_65-74,1852,2019-02-01,5
Region_65-74,1955,2019-02-08,6
Region_65-74,1911,2019-02-15,7
Region_65-74,1824,2019-02-22,8
Region_65-74,1826,2019-03-01,9
Region_65-74,1857,2019-03-08,10
Region_65-74,1718,2019-03-15,11
Region_65-74,1713,2019-03-22,12
Region_65-74,1643,2019-03-29,13
Region_65-74,1614,2019-04-05,14
Region_65-74,1712,2019-04-12,15
Region_65-74,1446,2019-04-19,16
Region_65-74,1730,2019-04-26,17
Region_65-74,1869,2019-05-03,18
Region_65-74,1513,2019-05-10,19
Region_65-74,1650,2019-05-17,20
Region_65-74,1765,2019-05-24,21
Region_65-74,1382,2019-05-31,22
Region_65-74,1741,2019-06-07,23
Region_65-74,1658,2019-06-14,24
Region_65-74,1625,2019-06-21,25
Region_65-74,1605,2019-06-28,26
Region_65-74,1561,2019-07-05,27
Region_65-74,1564,2019-07-12,28
Region_65-74,1500,2019-07-19,29
Region_65-74,1598,2019-07-26,30
Region_65-74,1597,2019-08-02,31
Region_65-74,1578,2019-08-09,32
Region_65-74,1573,2019-08-16,33
Region_65-74,1582,2019-08-23,34
Region_65-74,1419,2019-08-30,35
Region_65-74,1643,2019-09-06,36
Region_65-74,1617,2019-09-13,37
Region_65-74,1592,2019-09-20,38
Region_65-74,1547,2019-09-27,39
Region_65-74,1665,2019-10-04,40
Region_65-74,1595,2019-10-11,41
Region_65-74,1628,2019-10-18,42
Region_65-74,1663,2019-10-25,43
Region_65-74,1663,2019-11-01,44
Region_65-74,1676,2019-11-08,45
Region_65-74,1673,2019-11-15,46
Region_65-74,1743,2019-11-22,47
Region_65-74,1751,2019-11-29,48
Region_65-74,1689,2019-12-06,49
Region_65-74,1793,2019-12-13,50
Region_65-74,1903,2019-12-20,51
Region_65-74,1185,2019-12-27,52
Region_75-84,3078,2019-01-04,1
Region_75-84,3590,2019-01-11,2
Region_75-84,3414,2019-01-18,3
Region_75-84,3266,2019-01-25,4
Region_75-84,3126,2019-02-01,5
Region_75-84,3251,2019-02-08,6
Region_75-84,3392,2019-02-15,7
Region_75-84,3169,2019-02-22,8
Region_75-84,3117,2019-03-01,9
Region_75-84,3042,2019-03-08,10
Region_75-84,2933,2019-03-15,11
Region_75-84,2948,2019-03-22,12
Region_75-84,2794,2019-03-29,13
Region_75-84,2937,2019-04-05,14
Region_75-84,2907,2019-04-12,15
Region_75-84,2547,2019-04-19,16
Region_75-84,2811,2019-04-26,17
Region_75-84,3207,2019-05-03,18
Region_75-84,2579,2019-05-10,19
Region_75-84,2864,2019-05-17,20
Region_75-84,2946,2019-05-24,21
Region_75-84,2403,2019-05-31,22
Region_75-84,2846,2019-06-07,23
Region_75-84,2672,2019-06-14,24
Region_75-84,2711,2019-06-21,25
Region_75-84,2692,2019-06-28,26
Region_75-84,2650,2019-07-05,27
Region_75-84,2616,2019-07-12,28
Region_75-84,2610,2019-07-19,29
Region_75-84,2580,2019-07-26,30
Region_75-84,2664,2019-08-02,31
Region_75-84,2575,2019-08-09,32
Region_75-84,2530,2019-08-16,33
Region_75-84,2479,2019-08-23,34
Region_75-84,2319,2019-08-30,35
Region_75-84,2775,2019-09-06,36
Region_75-84,2654,2019-09-13,37
Region_75-84,2695,2019-09-20,38
Region_75-84,2760,2019-09-27,39
Region_75-84,2780,2019-10-04,40
Region_75-84,2869,2019-10-11,41
Region_75-84,2920,2019-10-18,42
Region_75-84,2799,2019-10-25,43
Region_75-84,2938,2019-11-01,44
Region_75-84,2998,2019-11-08,45
Region_75-84,3070,2019-11-15,46
Region_75-84,3163,2019-11-22,47
Region_75-84,3142,2019-11-29,48
Region_75-84,3078,2019-12-06,49
Region_75-84,3215,2019-12-13,50
Region_75-84,3299,2019-12-20,51
Region_75-84,2231,2019-12-27,52
Region_85+,4639,2019-01-04,1
Region_85+,5071,2019-01-11,2
Region_85+,4662,2019-01-18,3
Region_85+,4697,2019-01-25,4
Region_85+,4573,2019-02-01,5
Region_85+,4721,2019-02-08,6
Region_85+,4778,2019-02-15,7
Region_85+,4542,2019-02-22,8
Region_85+,4477,2019-03-01,9
Region_85+,4293,2019-03-08,10
Region_85+,4225,2019-03-15,11
Region_85+,4126,2019-03-22,12
Region_85+,3857,2019-03-29,13
Region_85+,3993,2019-04-05,14
Region_85+,4049,2019-04-12,15
Region_85+,3612,2019-04-19,16
Region_85+,3986,2019-04-26,17
Region_85+,4436,2019-05-03,18
Region_85+,3534,2019-05-10,19
Region_85+,4122,2019-05-17,20
Region_85+,3930,2019-05-24,21
Region_85+,3184,2019-05-31,22
Region_85+,3958,2019-06-07,23
Region_85+,3604,2019-06-14,24
Region_85+,3627,2019-06-21,25
Region_85+,3667,2019-06-28,26
Region_85+,3425,2019-07-05,27
Region_85+,3540,2019-07-12,28
Region_85+,3496,2019-07-19,29
Region_85+,3479,2019-07-26,30
Region_85+,3554,2019-08-02,31
Region_85+,3560,2019-08-09,32
Region_85+,3391,2019-08-16,33
Region_85+,3487,2019-08-23,34
Region_85+,3193,2019-08-30,35
Region_85+,3737,2019-09-06,36
Region_85+,3704,2019-09-13,37
Region_85+,3652,2019-09-20,38
Region_85+,3675,2019-09-27,39
Region_85+,3757,2019-10-04,40
Region_85+,4008,2019-10-11,41
Region_85+,4083,2019-10-18,42
Region_85+,4017,2019-10-25,43
Region_85+,4014,2019-11-01,44
Region_85+,4414,2019-11-08,45
Region_85+,4317,2019-11-15,46
Region_85+,4392,2019-11-22,47
Region_85+,4446,2019-11-29,48
Region_85+,4392,2019-12-06,49
Region_85+,4468,2019-12-13,50
Region_85+,4968,2019-12-20,51
Region_85+,3149,2019-12-27,52
Region_Males 5,NA,2019-01-04,1
Region_Males 5,NA,2019-01-11,2
Region_Males 5,NA,2019-01-18,3
Region_Males 5,NA,2019-01-25,4
Region_Males 5,NA,2019-02-01,5
Region_Males 5,NA,2019-02-08,6
Region_Males 5,NA,2019-02-15,7
Region_Males 5,NA,2019-02-22,8
Region_Males 5,NA,2019-03-01,9
Region_Males 5,NA,2019-03-08,10
Region_Males 5,NA,2019-03-15,11
Region_Males 5,NA,2019-03-22,12
Region_Males 5,NA,2019-03-29,13
Region_Males 5,NA,2019-04-05,14
Region_Males 5,NA,2019-04-12,15
Region_Males 5,NA,2019-04-19,16
Region_Males 5,NA,2019-04-26,17
Region_Males 5,NA,2019-05-03,18
Region_Males 5,NA,2019-05-10,19
Region_Males 5,NA,2019-05-17,20
Region_Males 5,NA,2019-05-24,21
Region_Males 5,NA,2019-05-31,22
Region_Males 5,NA,2019-06-07,23
Region_Males 5,NA,2019-06-14,24
Region_Males 5,NA,2019-06-21,25
Region_Males 5,NA,2019-06-28,26
Region_Males 5,NA,2019-07-05,27
Region_Males 5,NA,2019-07-12,28
Region_Males 5,NA,2019-07-19,29
Region_Males 5,NA,2019-07-26,30
Region_Males 5,NA,2019-08-02,31
Region_Males 5,NA,2019-08-09,32
Region_Males 5,NA,2019-08-16,33
Region_Males 5,NA,2019-08-23,34
Region_Males 5,NA,2019-08-30,35
Region_Males 5,NA,2019-09-06,36
Region_Males 5,NA,2019-09-13,37
Region_Males 5,NA,2019-09-20,38
Region_Males 5,NA,2019-09-27,39
Region_Males 5,NA,2019-10-04,40
Region_Males 5,NA,2019-10-11,41
Region_Males 5,NA,2019-10-18,42
Region_Males 5,NA,2019-10-25,43
Region_Males 5,NA,2019-11-01,44
Region_Males 5,NA,2019-11-08,45
Region_Males 5,NA,2019-11-15,46
Region_Males 5,NA,2019-11-22,47
Region_Males 5,NA,2019-11-29,48
Region_Males 5,NA,2019-12-06,49
Region_Males 5,NA,2019-12-13,50
Region_Males 5,NA,2019-12-20,51
Region_Males 5,NA,2019-12-27,52
Region_Under 1 year,28,2019-01-04,53
Region_Under 1 year,20,2019-01-11,54
Region_Under 1 year,39,2019-01-18,55
Region_Under 1 year,26,2019-01-25,56
Region_Under 1 year,38,2019-02-01,57
Region_Under 1 year,36,2019-02-08,58
Region_Under 1 year,27,2019-02-15,59
Region_Under 1 year,30,2019-02-22,60
Region_Under 1 year,24,2019-03-01,61
Region_Under 1 year,32,2019-03-08,62
Region_Under 1 year,30,2019-03-15,63
Region_Under 1 year,29,2019-03-22,64
Region_Under 1 year,26,2019-03-29,65
Region_Under 1 year,21,2019-04-05,66
Region_Under 1 year,31,2019-04-12,67
Region_Under 1 year,24,2019-04-19,68
Region_Under 1 year,16,2019-04-26,69
Region_Under 1 year,26,2019-05-03,70
Region_Under 1 year,34,2019-05-10,71
Region_Under 1 year,24,2019-05-17,72
Region_Under 1 year,29,2019-05-24,73
Region_Under 1 year,22,2019-05-31,74
Region_Under 1 year,26,2019-06-07,75
Region_Under 1 year,22,2019-06-14,76
Region_Under 1 year,25,2019-06-21,77
Region_Under 1 year,22,2019-06-28,78
Region_Under 1 year,24,2019-07-05,79
Region_Under 1 year,23,2019-07-12,80
Region_Under 1 year,31,2019-07-19,81
Region_Under 1 year,36,2019-07-26,82
Region_Under 1 year,30,2019-08-02,83
Region_Under 1 year,26,2019-08-09,84
Region_Under 1 year,28,2019-08-16,85
Region_Under 1 year,31,2019-08-23,86
Region_Under 1 year,23,2019-08-30,87
Region_Under 1 year,29,2019-09-06,88
Region_Under 1 year,31,2019-09-13,89
Region_Under 1 year,23,2019-09-20,90
Region_Under 1 year,28,2019-09-27,91
Region_Under 1 year,37,2019-10-04,92
Region_Under 1 year,26,2019-10-11,93
Region_Under 1 year,32,2019-10-18,94
Region_Under 1 year,23,2019-10-25,95
Region_Under 1 year,27,2019-11-01,96
Region_Under 1 year,29,2019-11-08,97
Region_Under 1 year,19,2019-11-15,98
Region_Under 1 year,32,2019-11-22,99
Region_Under 1 year,35,2019-11-29,100
Region_Under 1 year,32,2019-12-06,101
Region_Under 1 year,29,2019-12-13,102
Region_Under 1 year,25,2019-12-20,103
Region_Under 1 year,20,2019-12-27,104
Region_01-14,5,2019-01-04,53
Region_01-14,13,2019-01-11,54
Region_01-14,14,2019-01-18,55
Region_01-14,10,2019-01-25,56
Region_01-14,10,2019-02-01,57
Region_01-14,17,2019-02-08,58
Region_01-14,8,2019-02-15,59
Region_01-14,16,2019-02-22,60
Region_01-14,10,2019-03-01,61
Region_01-14,10,2019-03-08,62
Region_01-14,11,2019-03-15,63
Region_01-14,9,2019-03-22,64
Region_01-14,8,2019-03-29,65
Region_01-14,8,2019-04-05,66
Region_01-14,14,2019-04-12,67
Region_01-14,11,2019-04-19,68
Region_01-14,9,2019-04-26,69
Region_01-14,14,2019-05-03,70
Region_01-14,9,2019-05-10,71
Region_01-14,7,2019-05-17,72
Region_01-14,12,2019-05-24,73
Region_01-14,11,2019-05-31,74
Region_01-14,9,2019-06-07,75
Region_01-14,11,2019-06-14,76
Region_01-14,11,2019-06-21,77
Region_01-14,9,2019-06-28,78
Region_01-14,17,2019-07-05,79
Region_01-14,7,2019-07-12,80
Region_01-14,10,2019-07-19,81
Region_01-14,7,2019-07-26,82
Region_01-14,6,2019-08-02,83
Region_01-14,9,2019-08-09,84
Region_01-14,13,2019-08-16,85
Region_01-14,4,2019-08-23,86
Region_01-14,10,2019-08-30,87
Region_01-14,9,2019-09-06,88
Region_01-14,3,2019-09-13,89
Region_01-14,11,2019-09-20,90
Region_01-14,8,2019-09-27,91
Region_01-14,7,2019-10-04,92
Region_01-14,10,2019-10-11,93
Region_01-14,10,2019-10-18,94
Region_01-14,6,2019-10-25,95
Region_01-14,9,2019-11-01,96
Region_01-14,3,2019-11-08,97
Region_01-14,9,2019-11-15,98
Region_01-14,9,2019-11-22,99
Region_01-14,10,2019-11-29,100
Region_01-14,11,2019-12-06,101
Region_01-14,16,2019-12-13,102
Region_01-14,9,2019-12-20,103
Region_01-14,6,2019-12-27,104
Region_15-44,128,2019-01-04,53
Region_15-44,168,2019-01-11,54
Region_15-44,211,2019-01-18,55
Region_15-44,225,2019-01-25,56
Region_15-44,208,2019-02-01,57
Region_15-44,152,2019-02-08,58
Region_15-44,201,2019-02-15,59
Region_15-44,159,2019-02-22,60
Region_15-44,182,2019-03-01,61
Region_15-44,197,2019-03-08,62
Region_15-44,194,2019-03-15,63
Region_15-44,200,2019-03-22,64
Region_15-44,205,2019-03-29,65
Region_15-44,184,2019-04-05,66
Region_15-44,194,2019-04-12,67
Region_15-44,146,2019-04-19,68
Region_15-44,171,2019-04-26,69
Region_15-44,207,2019-05-03,70
Region_15-44,159,2019-05-10,71
Region_15-44,192,2019-05-17,72
Region_15-44,193,2019-05-24,73
Region_15-44,147,2019-05-31,74
Region_15-44,199,2019-06-07,75
Region_15-44,198,2019-06-14,76
Region_15-44,196,2019-06-21,77
Region_15-44,186,2019-06-28,78
Region_15-44,170,2019-07-05,79
Region_15-44,174,2019-07-12,80
Region_15-44,180,2019-07-19,81
Region_15-44,165,2019-07-26,82
Region_15-44,164,2019-08-02,83
Region_15-44,156,2019-08-09,84
Region_15-44,197,2019-08-16,85
Region_15-44,169,2019-08-23,86
Region_15-44,138,2019-08-30,87
Region_15-44,183,2019-09-06,88
Region_15-44,178,2019-09-13,89
Region_15-44,165,2019-09-20,90
